pesel	kod_szczepionki	data_szczepienia	numer_dawki
61100342276	sz4_2d	2023-08-11	1
96050148524	sz21_5d	2023-08-11	4
03292731409	sz21_5d	2023-08-11	4
29111281768	sz1_3d	2023-08-12	2
60110562638	sz9_5d	2023-08-12	5
94032441506	sz11_1d	2023-08-13	1
96091646070	sz16_1d	2023-08-13	1
73040760838	sz13_5d	2023-08-13	2
89022263819	sz15_5d	2023-08-13	2
37101814803	sz1_3d	2023-08-14	1
27101042768	sz24_3d	2023-08-14	1
33072075221	sz10_4d	2023-08-14	2
47110205145	sz24_3d	2023-08-14	3
52070958316	sz3_5d	2023-08-14	4
96050148524	sz21_5d	2023-08-14	5
33050282874	sz15_5d	2023-08-15	1
37051178686	sz13_5d	2023-08-15	1
39052025639	sz8_2d	2023-08-15	1
01310248889	sz12_3d	2023-08-15	2
95102088788	sz17_4d	2023-08-15	2
12301050327	sz9_5d	2023-08-15	2
68021322864	sz15_5d	2023-08-15	3
04270242252	sz24_3d	2023-08-16	1
87011101405	sz7_5d	2023-08-16	1
10242601031	sz13_5d	2023-08-16	1
98081253204	sz22_3d	2023-08-16	1
79061182660	sz20_5d	2023-08-16	4
69030978712	sz3_5d	2023-08-17	1
72012414315	sz22_3d	2023-08-17	1
68021322864	sz15_5d	2023-08-17	4
35071380133	sz20_5d	2023-08-18	1
56051423350	sz12_3d	2023-08-18	1
36101364769	sz21_5d	2023-08-18	2
63070963525	sz9_5d	2023-08-18	2
17262450063	sz3_5d	2023-08-18	4
61060585544	sz23_1d	2023-08-19	1
72052311203	sz18_2d	2023-08-19	1
27101042768	sz24_3d	2023-08-19	2
25041572080	sz20_5d	2023-08-20	2
33012302109	sz10_4d	2023-08-20	3
92062104352	sz13_5d	2023-08-21	2
67040143276	sz15_5d	2023-08-22	4
58022360727	sz16_1d	2023-08-23	1
14221931304	sz24_3d	2023-08-23	2
76012076872	sz4_2d	2023-08-23	2
47101603569	sz15_5d	2023-08-23	2
71041625631	sz6_3d	2023-08-23	2
73040760838	sz13_5d	2023-08-23	3
67100220624	sz15_5d	2023-08-24	2
67071814583	sz9_5d	2023-08-24	3
03211634460	sz15_5d	2023-08-24	5
17262450063	sz3_5d	2023-08-25	5
04270242252	sz24_3d	2023-08-26	2
07280357846	sz6_3d	2023-08-26	2
98081253204	sz22_3d	2023-08-26	2
79040302003	sz13_5d	2023-08-26	2
77071586317	sz3_5d	2023-08-26	2
69052173704	sz13_5d	2023-08-26	2
73090301661	sz7_5d	2023-08-26	4
60071716343	sz6_3d	2023-08-27	1
91010178746	sz13_5d	2023-08-27	2
73090301661	sz7_5d	2023-08-27	5
83040556256	sz1_3d	2023-08-28	1
22020582371	sz16_1d	2023-08-28	1
85091446278	sz6_3d	2023-08-28	1
73040324511	sz21_5d	2023-08-28	3
67041771861	sz15_5d	2023-08-28	3
20241772535	sz1_3d	2023-08-29	1
70010165837	sz5_1d	2023-08-29	1
98111124830	sz18_2d	2023-08-29	1
69030978712	sz3_5d	2023-08-29	2
29111281768	sz1_3d	2023-08-29	3
89022263819	sz15_5d	2023-08-29	3
87110827875	sz21_5d	2023-08-30	2
07290851853	sz12_3d	2023-08-31	1
32031640632	sz8_2d	2023-08-31	2
37102648252	sz10_4d	2023-08-31	2
25041572080	sz20_5d	2023-08-31	3
73040760838	sz13_5d	2023-08-31	4
69011455173	sz3_5d	2023-08-31	5
02261783247	sz22_3d	2023-09-01	1
83030143633	sz18_2d	2023-09-01	1
05311831321	sz16_1d	2023-09-01	1
55060511869	sz13_5d	2023-09-01	1
68021322864	sz15_5d	2023-09-01	5
60012524572	sz8_2d	2023-09-02	1
41102363884	sz8_2d	2023-09-02	2
68081971651	sz10_4d	2023-09-03	1
68021407051	sz11_1d	2023-09-03	1
49060513488	sz19_2d	2023-09-04	1
00231674241	sz8_2d	2023-09-04	1
68061652646	sz10_4d	2023-09-04	2
67100220624	sz15_5d	2023-09-04	3
07252700380	sz15_5d	2023-09-04	4
95022124058	sz13_5d	2023-09-05	1
71070854361	sz21_5d	2023-09-05	3
94020761023	sz7_5d	2023-09-05	4
85091446278	sz6_3d	2023-09-06	2
47101603569	sz15_5d	2023-09-06	3
63070963525	sz9_5d	2023-09-06	3
47092443487	sz7_5d	2023-09-06	5
42052544714	sz6_3d	2023-09-07	2
10250928120	sz21_5d	2023-09-07	2
38092468110	sz21_5d	2023-09-07	3
79040302003	sz13_5d	2023-09-07	3
37102648252	sz10_4d	2023-09-07	3
67040143276	sz15_5d	2023-09-07	5
10250928120	sz21_5d	2023-09-08	3
24010760721	sz21_5d	2023-09-09	1
51032476367	sz20_5d	2023-09-09	1
60022762270	sz9_5d	2023-09-09	3
73040324511	sz21_5d	2023-09-09	4
46101656423	sz12_3d	2023-09-10	1
93111372535	sz18_2d	2023-09-10	1
93101208341	sz1_3d	2023-09-10	2
55060511869	sz13_5d	2023-09-10	2
36101364769	sz21_5d	2023-09-10	3
86071983666	sz20_5d	2023-09-10	5
38041013859	sz9_5d	2023-09-11	1
53021516766	sz18_2d	2023-09-11	1
65070207410	sz7_5d	2023-09-11	3
67071814583	sz9_5d	2023-09-11	4
85072277585	sz13_5d	2023-09-12	1
64030720239	sz3_5d	2023-09-12	2
61101502338	sz8_2d	2023-09-12	2
77071586317	sz3_5d	2023-09-12	3
82072261448	sz21_5d	2023-09-13	1
03251170177	sz20_5d	2023-09-13	2
35071380133	sz20_5d	2023-09-14	2
97020108854	sz1_3d	2023-09-14	3
34021330747	sz17_4d	2023-09-14	3
63070963525	sz9_5d	2023-09-14	4
93071921824	sz12_3d	2023-09-15	2
42052544714	sz6_3d	2023-09-15	3
85091446278	sz6_3d	2023-09-15	3
77071586317	sz3_5d	2023-09-15	4
98021306456	sz3_5d	2023-09-16	1
61100342276	sz4_2d	2023-09-16	2
74062202254	sz10_4d	2023-09-17	1
97100502505	sz14_1d	2023-09-17	1
10242601031	sz13_5d	2023-09-17	2
79021131523	sz4_2d	2023-09-17	2
28030148370	sz20_5d	2023-09-17	4
85100982757	sz12_3d	2023-09-18	1
89061010584	sz21_5d	2023-09-18	1
37101814803	sz1_3d	2023-09-18	2
73030754647	sz24_3d	2023-09-18	2
24111227211	sz24_3d	2023-09-19	1
38061503525	sz22_3d	2023-09-19	2
41081931126	sz15_5d	2023-09-19	3
46021353473	sz23_1d	2023-09-20	1
72052311203	sz18_2d	2023-09-20	2
47010170660	sz12_3d	2023-09-20	3
20241772535	sz1_3d	2023-09-21	2
42090367838	sz8_2d	2023-09-22	1
94022213764	sz19_2d	2023-09-22	1
46081270512	sz18_2d	2023-09-23	1
60071716343	sz6_3d	2023-09-23	2
60012524572	sz8_2d	2023-09-23	2
91010178746	sz13_5d	2023-09-23	3
34021330747	sz17_4d	2023-09-23	4
60022762270	sz9_5d	2023-09-23	4
93111372535	sz18_2d	2023-09-24	2
69052173704	sz13_5d	2023-09-24	3
51021304268	sz10_4d	2023-09-25	1
93052406146	sz7_5d	2023-09-25	1
17221163614	sz23_1d	2023-09-25	1
85100982757	sz12_3d	2023-09-25	2
68061652646	sz10_4d	2023-09-25	3
65070207410	sz7_5d	2023-09-25	4
77071586317	sz3_5d	2023-09-25	5
00300224119	sz23_1d	2023-09-26	1
84070581328	sz10_4d	2023-09-26	2
52070958316	sz3_5d	2023-09-26	5
91080211349	sz18_2d	2023-09-27	1
72012414315	sz22_3d	2023-09-27	2
84102403224	sz12_3d	2023-09-28	1
63080912322	sz12_3d	2023-09-28	1
91080211349	sz18_2d	2023-09-28	2
07290851853	sz12_3d	2023-09-28	2
00231674241	sz8_2d	2023-09-28	2
00272601127	sz10_4d	2023-09-28	3
73040760838	sz13_5d	2023-09-28	5
69031810206	sz16_1d	2023-09-29	1
33072075221	sz10_4d	2023-09-29	3
06291647540	sz15_5d	2023-09-30	1
02212754779	sz15_5d	2023-09-30	1
46071000646	sz10_4d	2023-10-01	1
25031076125	sz4_2d	2023-10-01	1
98081374406	sz8_2d	2023-10-02	1
90091180581	sz6_3d	2023-10-02	2
12301050327	sz9_5d	2023-10-02	3
25041572080	sz20_5d	2023-10-02	4
37102648252	sz10_4d	2023-10-02	4
18220545012	sz18_2d	2023-10-03	1
17270414372	sz18_2d	2023-10-03	1
98081374406	sz8_2d	2023-10-03	2
84102403224	sz12_3d	2023-10-03	2
88061907454	sz3_5d	2023-10-03	4
73040324511	sz21_5d	2023-10-03	5
28030148370	sz20_5d	2023-10-03	5
79061182660	sz20_5d	2023-10-03	5
49040570504	sz15_5d	2023-10-04	1
89010800316	sz5_1d	2023-10-04	1
92062104352	sz13_5d	2023-10-04	3
98021306456	sz3_5d	2023-10-05	2
46052303005	sz17_4d	2023-10-05	4
03292731409	sz21_5d	2023-10-05	5
33050282874	sz15_5d	2023-10-06	2
49060513488	sz19_2d	2023-10-06	2
55060511869	sz13_5d	2023-10-06	3
38092468110	sz21_5d	2023-10-06	4
69052173704	sz13_5d	2023-10-06	4
68081971651	sz10_4d	2023-10-07	2
82072261448	sz21_5d	2023-10-07	2
07290851853	sz12_3d	2023-10-07	3
25041572080	sz20_5d	2023-10-07	5
33050282874	sz15_5d	2023-10-08	3
10242601031	sz13_5d	2023-10-08	3
79040302003	sz13_5d	2023-10-08	4
80011641816	sz14_1d	2023-10-09	1
02212754779	sz15_5d	2023-10-09	2
67071814583	sz9_5d	2023-10-09	5
02231121105	sz2_1d	2023-10-10	1
83031124828	sz19_2d	2023-10-10	1
38041013859	sz9_5d	2023-10-10	2
85100982757	sz12_3d	2023-10-10	3
69030978712	sz3_5d	2023-10-10	3
53032670413	sz5_1d	2023-10-11	1
23051276752	sz5_1d	2023-10-11	1
87011101405	sz7_5d	2023-10-11	2
84102403224	sz12_3d	2023-10-11	3
98081253204	sz22_3d	2023-10-11	3
38071272884	sz15_5d	2023-10-12	1
85021814056	sz10_4d	2023-10-12	1
24111227211	sz24_3d	2023-10-12	2
51032476367	sz20_5d	2023-10-12	2
41081931126	sz15_5d	2023-10-12	4
06230548457	sz20_5d	2023-10-13	1
66111022007	sz22_3d	2023-10-13	1
77071158336	sz5_1d	2023-10-13	1
81100427300	sz22_3d	2023-10-13	1
87110827875	sz21_5d	2023-10-13	3
67100220624	sz15_5d	2023-10-13	4
76071124008	sz14_1d	2023-10-14	1
92090565125	sz18_2d	2023-10-14	1
95070520622	sz15_5d	2023-10-14	1
37051178686	sz13_5d	2023-10-14	2
71041625631	sz6_3d	2023-10-14	3
27101042768	sz24_3d	2023-10-15	3
37051178686	sz13_5d	2023-10-16	3
87061208121	sz11_1d	2023-10-17	1
86030912852	sz19_2d	2023-10-17	1
63080912322	sz12_3d	2023-10-17	2
92062104352	sz13_5d	2023-10-17	4
16280328185	sz11_1d	2023-10-18	1
14221931304	sz24_3d	2023-10-18	3
47101603569	sz15_5d	2023-10-18	4
32050441625	sz3_5d	2023-10-19	1
02270281853	sz20_5d	2023-10-19	1
95022124058	sz13_5d	2023-10-19	2
25031282036	sz7_5d	2023-10-20	1
73030754647	sz24_3d	2023-10-20	3
87061603377	sz4_2d	2023-10-21	1
81082261879	sz4_2d	2023-10-21	1
65070207410	sz7_5d	2023-10-21	5
51110426266	sz12_3d	2023-10-22	1
85061521424	sz23_1d	2023-10-22	1
87072545442	sz1_3d	2023-10-22	1
69030788070	sz21_5d	2023-10-22	1
94022213764	sz19_2d	2023-10-22	2
95070520622	sz15_5d	2023-10-22	2
40080263801	sz4_2d	2023-10-23	1
18220545012	sz18_2d	2023-10-23	2
85072277585	sz13_5d	2023-10-23	2
02301221300	sz18_2d	2023-10-24	1
23110465370	sz11_1d	2023-10-24	1
64031711205	sz16_1d	2023-10-24	1
46071000646	sz10_4d	2023-10-24	2
53021516766	sz18_2d	2023-10-24	2
48110223719	sz21_5d	2023-10-25	1
84062704755	sz6_3d	2023-10-25	1
62050178764	sz1_3d	2023-10-25	1
83030143633	sz18_2d	2023-10-25	2
93052406146	sz7_5d	2023-10-26	2
46081270512	sz18_2d	2023-10-26	2
84110532048	sz12_3d	2023-10-27	1
83040556256	sz1_3d	2023-10-27	2
92090565125	sz18_2d	2023-10-27	2
40082545813	sz4_2d	2023-10-28	1
86030912852	sz19_2d	2023-10-28	2
35071380133	sz20_5d	2023-10-28	3
10250928120	sz21_5d	2023-10-28	4
66071227047	sz14_1d	2023-10-29	1
81031746046	sz16_1d	2023-10-29	1
95022124058	sz13_5d	2023-10-29	3
71070854361	sz21_5d	2023-10-29	4
06291647540	sz15_5d	2023-10-30	2
64030720239	sz3_5d	2023-10-30	3
24111227211	sz24_3d	2023-10-30	3
35071380133	sz20_5d	2023-10-30	4
69052173704	sz13_5d	2023-10-30	5
84062704755	sz6_3d	2023-10-31	2
02270281853	sz20_5d	2023-10-31	2
68061652646	sz10_4d	2023-10-31	4
36092145017	sz6_3d	2023-11-01	1
83041018663	sz24_3d	2023-11-01	1
32050441625	sz3_5d	2023-11-01	2
03251170177	sz20_5d	2023-11-01	3
07252700380	sz15_5d	2023-11-01	5
72061933441	sz9_5d	2023-11-02	1
87011101405	sz7_5d	2023-11-02	3
94020761023	sz7_5d	2023-11-02	5
66111022007	sz22_3d	2023-11-03	2
74062202254	sz10_4d	2023-11-03	2
36101364769	sz21_5d	2023-11-03	4
24072664203	sz19_2d	2023-11-04	1
87072545442	sz1_3d	2023-11-04	2
10242601031	sz13_5d	2023-11-04	4
56080561344	sz10_4d	2023-11-05	1
24010760721	sz21_5d	2023-11-05	2
84070581328	sz10_4d	2023-11-05	3
79040302003	sz13_5d	2023-11-05	5
28061013524	sz20_5d	2023-11-06	1
71022358226	sz4_2d	2023-11-06	1
02212754779	sz15_5d	2023-11-06	3
28111853346	sz5_1d	2023-11-07	1
60092308543	sz5_1d	2023-11-07	1
59101931072	sz17_4d	2023-11-08	1
98082146404	sz1_3d	2023-11-08	1
83031124828	sz19_2d	2023-11-08	2
81082261879	sz4_2d	2023-11-08	2
14292046015	sz24_3d	2023-11-09	1
46071482824	sz18_2d	2023-11-09	1
90091180581	sz6_3d	2023-11-09	3
07222531550	sz11_1d	2023-11-10	1
91092045071	sz6_3d	2023-11-10	1
57081824236	sz5_1d	2023-11-10	1
66111022007	sz22_3d	2023-11-10	3
62020117717	sz22_3d	2023-11-11	1
61032537348	sz13_5d	2023-11-11	1
48110223719	sz21_5d	2023-11-11	2
81100427300	sz22_3d	2023-11-11	2
38061503525	sz22_3d	2023-11-11	3
93052406146	sz7_5d	2023-11-11	3
62020117717	sz22_3d	2023-11-12	2
38071272884	sz15_5d	2023-11-12	2
38041013859	sz9_5d	2023-11-12	3
06291647540	sz15_5d	2023-11-12	3
63070963525	sz9_5d	2023-11-12	5
71070854361	sz21_5d	2023-11-12	5
36092145017	sz6_3d	2023-11-13	2
51021304268	sz10_4d	2023-11-13	2
17270414372	sz18_2d	2023-11-13	2
25031076125	sz4_2d	2023-11-14	2
37101814803	sz1_3d	2023-11-15	3
88061907454	sz3_5d	2023-11-15	5
59101931072	sz17_4d	2023-11-16	2
28061013524	sz20_5d	2023-11-16	2
81100427300	sz22_3d	2023-11-16	3
06291647540	sz15_5d	2023-11-16	4
67100220624	sz15_5d	2023-11-16	5
60022762270	sz9_5d	2023-11-16	5
61032537348	sz13_5d	2023-11-17	2
89061010584	sz21_5d	2023-11-17	2
70032404877	sz17_4d	2023-11-18	1
20241772535	sz1_3d	2023-11-18	3
69030978712	sz3_5d	2023-11-18	4
55060511869	sz13_5d	2023-11-18	4
16271777413	sz24_3d	2023-11-19	1
41051664858	sz6_3d	2023-11-19	1
51110426266	sz12_3d	2023-11-19	2
51021304268	sz10_4d	2023-11-19	3
63080912322	sz12_3d	2023-11-19	3
33072075221	sz10_4d	2023-11-19	4
00272601127	sz10_4d	2023-11-19	4
68081971651	sz10_4d	2023-11-20	3
32050441625	sz3_5d	2023-11-21	3
89061010584	sz21_5d	2023-11-21	3
12301050327	sz9_5d	2023-11-21	4
38092468110	sz21_5d	2023-11-21	5
41101768628	sz19_2d	2023-11-22	1
41051664858	sz6_3d	2023-11-22	2
87072545442	sz1_3d	2023-11-22	3
83040556256	sz1_3d	2023-11-22	3
82061553073	sz12_3d	2023-11-23	1
53100770115	sz13_5d	2023-11-23	1
79072347377	sz2_1d	2023-11-23	1
79050503146	sz20_5d	2023-11-23	1
24010760721	sz21_5d	2023-11-23	3
95070520622	sz15_5d	2023-11-23	3
35071380133	sz20_5d	2023-11-23	5
39092077272	sz17_4d	2023-11-24	1
06230548457	sz20_5d	2023-11-24	2
98082146404	sz1_3d	2023-11-24	2
91092045071	sz6_3d	2023-11-24	2
37051178686	sz13_5d	2023-11-25	4
36101364769	sz21_5d	2023-11-25	5
55060511869	sz13_5d	2023-11-25	5
69030788070	sz21_5d	2023-11-26	2
40071621728	sz1_3d	2023-11-27	1
32110347166	sz12_3d	2023-11-29	1
48071163570	sz13_5d	2023-11-29	1
14292568810	sz20_5d	2023-11-30	1
95101413606	sz12_3d	2023-11-30	1
28071321015	sz20_5d	2023-11-30	1
85021814056	sz10_4d	2023-11-30	2
03301912748	sz1_3d	2023-12-01	1
08211656647	sz9_5d	2023-12-01	1
82072261448	sz21_5d	2023-12-01	3
76091116221	sz15_5d	2023-12-02	1
49040570504	sz15_5d	2023-12-02	2
02301221300	sz18_2d	2023-12-02	2
25031282036	sz7_5d	2023-12-03	2
74062202254	sz10_4d	2023-12-03	3
24081017423	sz9_5d	2023-12-04	1
83041018663	sz24_3d	2023-12-04	2
06230548457	sz20_5d	2023-12-04	3
48090532311	sz19_2d	2023-12-05	1
62020117717	sz22_3d	2023-12-05	3
84092771480	sz14_1d	2023-12-06	1
28071321015	sz20_5d	2023-12-06	2
85072277585	sz13_5d	2023-12-06	3
98082146404	sz1_3d	2023-12-06	3
64030720239	sz3_5d	2023-12-07	4
33050282874	sz15_5d	2023-12-07	4
87011101405	sz7_5d	2023-12-07	4
12301050327	sz9_5d	2023-12-08	5
47101603569	sz15_5d	2023-12-08	5
86091835712	sz8_2d	2023-12-09	1
95030214178	sz11_1d	2023-12-10	1
60081977767	sz4_2d	2023-12-10	1
32110347166	sz12_3d	2023-12-10	2
25031282036	sz7_5d	2023-12-10	3
93052406146	sz7_5d	2023-12-10	4
10242601031	sz13_5d	2023-12-10	5
30011375844	sz17_4d	2023-12-11	1
31052646182	sz2_1d	2023-12-11	1
78071514731	sz11_1d	2023-12-11	1
51032476367	sz20_5d	2023-12-11	3
68081971651	sz10_4d	2023-12-11	4
10250928120	sz21_5d	2023-12-11	5
62100500525	sz18_2d	2023-12-12	1
93022420846	sz24_3d	2023-12-12	1
36092145017	sz6_3d	2023-12-12	3
32050441625	sz3_5d	2023-12-12	4
84070581328	sz10_4d	2023-12-12	4
07230321754	sz1_3d	2023-12-13	1
54010170712	sz14_1d	2023-12-13	1
16240383726	sz21_5d	2023-12-14	1
40080263801	sz4_2d	2023-12-14	2
41101768628	sz19_2d	2023-12-14	2
01231422278	sz16_1d	2023-12-15	1
62090978269	sz12_3d	2023-12-15	1
90100745864	sz20_5d	2023-12-15	1
62050178764	sz1_3d	2023-12-15	2
02212754779	sz15_5d	2023-12-15	4
89061010584	sz21_5d	2023-12-15	4
18292327347	sz23_1d	2023-12-16	1
45021776824	sz18_2d	2023-12-16	1
15292154614	sz6_3d	2023-12-16	1
14292046015	sz24_3d	2023-12-16	2
92062104352	sz13_5d	2023-12-16	5
49082382477	sz17_4d	2023-12-17	1
58060417869	sz9_5d	2023-12-17	1
61080973372	sz10_4d	2023-12-17	1
41080186633	sz19_2d	2023-12-18	1
39092077272	sz17_4d	2023-12-18	2
71022358226	sz4_2d	2023-12-19	2
49040570504	sz15_5d	2023-12-19	3
38041013859	sz9_5d	2023-12-19	4
95022124058	sz13_5d	2023-12-19	4
64072427688	sz4_2d	2023-12-20	1
15292154614	sz6_3d	2023-12-20	2
38071272884	sz15_5d	2023-12-20	3
51021304268	sz10_4d	2023-12-20	4
63070171452	sz18_2d	2023-12-21	1
72042332346	sz6_3d	2023-12-21	1
76080157033	sz23_1d	2023-12-21	1
82061553073	sz12_3d	2023-12-21	2
46071482824	sz18_2d	2023-12-21	2
90100745864	sz20_5d	2023-12-21	2
59071265056	sz22_3d	2023-12-22	1
30011375844	sz17_4d	2023-12-22	2
41051664858	sz6_3d	2023-12-22	3
95070520622	sz15_5d	2023-12-22	4
49030805478	sz14_1d	2023-12-23	1
89031402588	sz10_4d	2023-12-23	1
48110223719	sz21_5d	2023-12-23	3
86082223072	sz3_5d	2023-12-24	1
70032404877	sz17_4d	2023-12-24	2
69030978712	sz3_5d	2023-12-24	5
16271777413	sz24_3d	2023-12-25	2
04260621689	sz3_5d	2023-12-26	1
53030701177	sz3_5d	2023-12-26	1
59071265056	sz22_3d	2023-12-26	2
32112158157	sz5_1d	2023-12-27	1
08211656647	sz9_5d	2023-12-27	2
45021776824	sz18_2d	2023-12-27	2
53100770115	sz13_5d	2023-12-28	2
80042764814	sz10_4d	2023-12-29	1
48071163570	sz13_5d	2023-12-29	2
53030701177	sz3_5d	2023-12-31	2
33050282874	sz15_5d	2023-12-31	5
51110426266	sz12_3d	2024-01-01	3
70032404877	sz17_4d	2024-01-03	3
69030788070	sz21_5d	2024-01-04	3
38041013859	sz9_5d	2024-01-04	5
76091116221	sz15_5d	2024-01-05	2
58060417869	sz9_5d	2024-01-06	2
04260621689	sz3_5d	2024-01-07	2
16240383726	sz21_5d	2024-01-07	2
62090978269	sz12_3d	2024-01-07	2
79050503146	sz20_5d	2024-01-09	2
25031282036	sz7_5d	2024-01-09	4
62100500525	sz18_2d	2024-01-10	2
95101413606	sz12_3d	2024-01-11	2
61080973372	sz10_4d	2024-01-11	2
59101931072	sz17_4d	2024-01-11	3
28061013524	sz20_5d	2024-01-11	3
06291647540	sz15_5d	2024-01-11	5
08211656647	sz9_5d	2024-01-12	3
28071321015	sz20_5d	2024-01-12	3
60081977767	sz4_2d	2024-01-13	2
51032476367	sz20_5d	2024-01-13	4
16271777413	sz24_3d	2024-01-14	3
53100770115	sz13_5d	2024-01-14	3
24010760721	sz21_5d	2024-01-14	4
37051178686	sz13_5d	2024-01-14	5
72042332346	sz6_3d	2024-01-15	2
95022124058	sz13_5d	2024-01-15	5
61032537348	sz13_5d	2024-01-16	3
24081017423	sz9_5d	2024-01-17	2
91092045071	sz6_3d	2024-01-17	3
62050178764	sz1_3d	2024-01-18	3
64030720239	sz3_5d	2024-01-18	5
16240383726	sz21_5d	2024-01-19	3
06230548457	sz20_5d	2024-01-19	4
40071621728	sz1_3d	2024-01-20	2
95070520622	sz15_5d	2024-01-20	5
07230321754	sz1_3d	2024-01-21	2
59071265056	sz22_3d	2024-01-24	3
61032537348	sz13_5d	2024-01-25	4
93022420846	sz24_3d	2024-01-26	2
04260621689	sz3_5d	2024-01-26	3
41080186633	sz19_2d	2024-01-27	2
32050441625	sz3_5d	2024-01-27	5
14292568810	sz20_5d	2024-01-28	2
85021814056	sz10_4d	2024-01-28	3
28071321015	sz20_5d	2024-01-28	4
48110223719	sz21_5d	2024-01-29	4
03301912748	sz1_3d	2024-01-30	2
24081017423	sz9_5d	2024-01-30	3
49040570504	sz15_5d	2024-01-31	4
02212754779	sz15_5d	2024-02-03	5
80042764814	sz10_4d	2024-02-04	2
07230321754	sz1_3d	2024-02-04	3
32110347166	sz12_3d	2024-02-05	3
48071163570	sz13_5d	2024-02-06	3
79050503146	sz20_5d	2024-02-06	3
76091116221	sz15_5d	2024-02-07	3
24010760721	sz21_5d	2024-02-07	5
82061553073	sz12_3d	2024-02-08	3
62090978269	sz12_3d	2024-02-09	3
69030788070	sz21_5d	2024-02-09	4
14292046015	sz24_3d	2024-02-10	3
15292154614	sz6_3d	2024-02-10	3
38071272884	sz15_5d	2024-02-13	4
49082382477	sz17_4d	2024-02-14	2
39092077272	sz17_4d	2024-02-14	3
61080973372	sz10_4d	2024-02-15	3
08211656647	sz9_5d	2024-02-16	4
06230548457	sz20_5d	2024-02-16	5
30011375844	sz17_4d	2024-02-17	3
14292568810	sz20_5d	2024-02-20	3
28071321015	sz20_5d	2024-02-22	5
53030701177	sz3_5d	2024-02-23	3
49082382477	sz17_4d	2024-02-24	3
61032537348	sz13_5d	2024-02-24	5
72042332346	sz6_3d	2024-02-25	3
58060417869	sz9_5d	2024-02-26	3
61080973372	sz10_4d	2024-02-28	4
28061013524	sz20_5d	2024-02-29	4
70032404877	sz17_4d	2024-02-29	4
48071163570	sz13_5d	2024-03-02	4
49082382477	sz17_4d	2024-03-03	4
25031282036	sz7_5d	2024-03-05	5
69030788070	sz21_5d	2024-03-06	5
03301912748	sz1_3d	2024-03-07	3
48110223719	sz21_5d	2024-03-07	5
51032476367	sz20_5d	2024-03-08	5
59101931072	sz17_4d	2024-03-09	4
24081017423	sz9_5d	2024-03-09	4
53030701177	sz3_5d	2024-03-14	4
85021814056	sz10_4d	2024-03-14	4
58060417869	sz9_5d	2024-03-16	4
14292568810	sz20_5d	2024-03-17	4
16240383726	sz21_5d	2024-03-18	4
79050503146	sz20_5d	2024-03-21	4
28061013524	sz20_5d	2024-03-27	5
53030701177	sz3_5d	2024-03-27	5
79050503146	sz20_5d	2024-03-27	5
76091116221	sz15_5d	2024-03-28	4
80042764814	sz10_4d	2024-03-30	3
38071272884	sz15_5d	2024-04-05	5
30011375844	sz17_4d	2024-04-11	4
24081017423	sz9_5d	2024-04-13	5
58060417869	sz9_5d	2024-04-17	5
14292568810	sz20_5d	2024-04-18	5
16240383726	sz21_5d	2024-04-18	5
76091116221	sz15_5d	2024-05-07	5
